23 1 784142 76528 116296 191560 332504 607096
23 2 783406 77416 117704 189408 332816 603976
23 3 780200 76704 118760 191248 332032 603424
23 4 778467 76400 118008 190464 334064 605416
23 5 776427 77936 119344 193472 335720 611488
23 6 774893 76792 118048 192424 336536 607616
23 7 775949 77304 118160 192896 337800 612792
23 8 775463 76616 117992 193200 343208 616168
23 9 775698 76336 116840 194352 339824 616072
23 10 778020 76528 117832 194952 345848 628704
23 11 778554 76976 118632 195104 345512 625952
23 12 779986 76576 117936 194152 341912 619904
23 13 780926 77648 118392 193552 338184 613584
23 14 782770 77648 118232 192312 334264 603776
23 15 784474 76392 118528 193032 334672 602992
23 16 785193 76464 117208 189824 331136 596576
23 17 782720 76760 116744 187824 325248 587936
23 18 781613 76440 116472 188016 326736 585856
23 19 780006 75640 116504 188800 323080 590712
23 20 780302 76472 117088 189520 329448 598656
23 21 779066 77160 118504 193368 339520 614064
23 22 778280 76808 117008 190752 336904 610792
23 23 778907 76960 118024 192456 337232 611152
23 24 779289 76664 117704 194352 340200 618192
23 25 779739 75792 116600 192984 339192 617880
23 26 779364 76400 117760 193064 341240 619896
23 27 780025 76232 118232 193320 338632 615968
23 28 780373 76344 117272 191312 332896 606680
23 29 781651 77672 118968 193656 335320 607568
23 30 781375 78416 118872 193152 332152 597984
23 31 784392 78456 119304 192712 334096 602768
23 32 782671 77176 118008 191664 332408 604184
23 33 776999 77384 116712 189144 329648 593360
23 34 778650 77208 118376 190904 329944 597480
23 35 778007 77984 118624 192168 333016 600720
23 36 776483 76816 116608 188432 323672 592760
23 37 781287 76296 116344 187488 322832 586888
23 38 780329 76056 116712 188544 327808 587568
23 39 780785 77088 117128 191608 332056 593000
23 40 785430 77344 117608 190392 328984 593152
23 41 789479 79088 120640 193688 335040 600552
23 42 789348 81000 121424 194488 332208 588104
23 43 792714 79816 119488 191440 321192 574528
23 44 790865 81960 120320 191936 321248 569008
23 45 787976 79608 119184 190800 322440 577544
23 46 789717 82216 120944 194312 328680 589088
23 47 784950 81248 119784 189136 315376 558360
23 48 781130 78200 114552 179152 298944 526696
23 49 780468 77768 113864 179616 299936 531920
23 50 783376 78784 117560 187736 316960 571040
23 51 787237 79224 119856 191832 335184 601336
23 52 787734 78944 119896 194408 341056 607784
23 53 787059 80408 121272 196992 349200 622824
23 54 786051 79752 122072 198672 355296 641120
23 55 796213 80816 122200 200192 355912 640648
23 56 790191 79864 121816 197528 348872 628648
23 57 798808 82112 123952 202944 357808 642224
23 58 797924 82648 124320 203904 354208 635320
23 59 794477 81112 122880 197912 342632 618688
23 60 789053 81176 121520 196448 341872 615576
23 61 783874 78464 119624 194624 340952 622072
23 62 782785 78296 115952 184800 313224 561024
23 63 782791 77360 113472 178328 296152 521048
23 64 782127 77280 112072 174680 292032 511056
23 65 785507 77680 114728 178552 298416 527392
23 66 789017 77816 116992 184656 310480 557440
23 67 789641 77592 118048 187496 318320 578832
23 68 784718 79712 119520 190832 322008 581504
23 69 778159 76704 115376 183744 309928 562968
23 70 776327 76352 113872 180224 303384 545384
23 71 786883 76512 113488 178944 299720 532728
23 72 787146 77904 113448 177216 292088 510280
23 73 781047 76008 111336 172776 284320 495168
23 74 782459 77296 114768 178048 293584 511904
23 75 781579 76496 115424 181352 304512 539680
23 76 784181 78640 118064 186728 312304 554208
23 77 782861 79848 119232 189008 319200 566608
23 78 779451 76776 115432 183192 303504 540064
23 79 784719 75944 113624 179176 299896 524752
23 80 780701 77024 115128 181984 303616 538000
23 81 785754 77368 116760 184400 310984 562016
23 82 783308 76832 117632 187368 320856 584080
23 83 782737 77872 118520 192064 331328 599752
23 84 781874 76856 117944 192208 330296 612160
23 85 780545 77416 119176 193168 336144 615320
23 86 778343 77424 118464 191008 328824 597936
23 87 778458 76752 118016 188008 321320 577392
23 88 778592 75344 114904 184728 312480 559520
23 89 779952 76584 114464 181568 302008 533864
23 90 779674 75544 113144 177824 293992 519680
23 91 781083 77536 116280 181936 304408 537208
23 92 780537 77840 113760 178760 296192 525168
23 93 773046 75792 110176 172912 284624 504384
23 94 770822 76424 111808 172048 281528 495904
23 95 778859 75968 110792 173232 282536 498480
23 96 778333 77552 113672 177904 295352 520352
23 97 782798 76128 112128 177616 295328 527272
23 98 781418 75448 112448 176520 295560 528704
23 99 777382 77136 114640 179560 303440 545312
23 100 778267 75920 114808 181904 308128 559760
23 101 780699 75200 114000 182928 311776 567624
23 102 780328 75232 114688 184176 314144 573224
23 103 782351 76248 117544 188648 322288 580816
23 104 782164 75632 114872 184712 315856 569936
23 105 783021 76128 115536 184416 315272 566000
23 106 786829 77024 117056 185200 312616 558864
23 107 789365 78464 117424 184616 305840 539928
23 108 790807 79000 118408 186064 309656 550368
23 109 789334 77000 115464 185040 315368 569864
23 110 783753 76440 115096 181824 308528 555832
23 111 781240 77160 116840 182032 303416 546200
23 112 781247 77368 115720 182184 299704 532936
23 113 783523 77480 117144 183912 307480 549928
23 114 783046 79960 121680 193136 333048 597168
23 115 785712 79168 121000 193856 335168 602032
23 116 788409 80584 122480 198160 343856 624472
23 117 785289 80136 123952 198856 348928 629752
23 118 784314 78224 121616 197512 344280 628888
23 119 784830 79536 123048 196944 344376 622008
23 120 784742 80672 121776 194624 337528 607224
23 121 787186 78528 119576 190472 325232 592008
23 122 792161 79336 121856 190648 322064 579232
23 123 788290 79856 120040 187400 311552 560392
23 124 789222 80464 119736 189024 318192 567056
23 125 787173 77496 115624 182184 308352 550256
23 126 776279 75608 114128 181496 305664 542592
23 127 773912 74248 114064 180200 298912 529888
23 128 773302 75376 114384 181736 302912 536856
23 129 777001 79160 120280 191160 321144 580072
23 130 783174 79008 121184 195904 340904 617872
23 131 786108 80848 123648 200240 348216 627752
23 132 785622 79296 122208 196792 342296 615280
23 133 787265 80328 124848 203032 357920 647832
23 134 787734 80656 122960 202464 357744 644936
23 135 786766 79688 121704 199720 356296 638056
