23 1 747184 1158312 1903400 3348608 6093488
23 2 745264 1154824 1891336 3312592 6008968
23 3 747088 1159088 1907496 3354144 6105592
23 4 750720 1155096 1881824 3276624 5936728
23 5 780496 1169032 1873152 3173896 5665904
23 6 786136 1201696 1963704 3464192 6243144
23 7 761328 1147048 1828272 3100664 5566480
23 8 752848 1130408 1789880 2994440 5299200
23 9 747240 1148648 1851600 3167760 5739192
23 10 745808 1111080 1753368 2930136 5227464
23 11 746472 1140744 1829896 3111736 5615888
23 12 769456 1183624 1901288 3277704 5921824
23 13 758392 1161736 1852720 3137968 5637904
23 14 781408 1197592 1935416 3355336 6032912
23 15 781176 1192936 1931640 3335096 6023872
23 16 788072 1204760 1955512 3379448 6114776
23 17 766568 1174208 1902104 3291592 5938392
23 18 759040 1159824 1869968 3231640 5813248
23 19 766664 1171720 1892160 3262552 5880296
23 20 784408 1214848 2000240 3558368 6480576
23 21 798024 1210104 1959160 3379448 6089696
23 22 799960 1220872 1987056 3479160 6308392
23 23 800344 1222120 1997592 3515592 6388120
23 24 814896 1222488 1968160 3389696 6109640
23 25 817200 1242800 2022680 3547776 6423816
23 26 816904 1235392 2000344 3458904 6262712
23 27 810616 1220536 1942080 3305928 5954408
23 28 808680 1224072 1963216 3363520 6098640
23 29 818752 1248136 2013752 3464728 6279968
23 30 819320 1249744 2014936 3472152 6295808
23 31 819320 1249744 2014936 3472152 6295808
23 32 818752 1248136 2013752 3464728 6279968
23 33 808680 1224072 1963216 3363520 6098640
23 34 810616 1220536 1942080 3305928 5954408
23 35 816904 1235392 2000344 3458904 6262712
23 36 817200 1242800 2022680 3547776 6423816
23 37 814896 1222488 1968160 3389696 6109640
23 38 800344 1222120 1997592 3515592 6388120
23 39 799960 1220872 1987056 3479160 6308392
23 40 798024 1210104 1959160 3379448 6089696
23 41 784408 1214848 2000240 3558368 6480576
23 42 766664 1171720 1892160 3262552 5880296
23 43 759040 1159824 1869968 3231640 5813248
23 44 766568 1174208 1902104 3291592 5938392
23 45 788072 1204760 1955512 3379448 6114776
23 46 781176 1192936 1931640 3335096 6023872
23 47 781408 1197592 1935416 3355336 6032912
23 48 758392 1161736 1852720 3137968 5637904
23 49 769456 1183624 1901288 3277704 5921824
23 50 746472 1140744 1829896 3111736 5615888
23 51 745808 1111080 1753368 2930136 5227464
23 52 747240 1148648 1851600 3167760 5739192
23 53 752848 1130408 1789880 2994440 5299200
23 54 761328 1147048 1828272 3100664 5566480
23 55 786136 1201696 1963704 3464192 6243144
23 56 780496 1169032 1873152 3173896 5665904
23 57 750720 1155096 1881824 3276624 5936728
23 58 747088 1159088 1907496 3354144 6105592
23 59 745264 1154824 1891336 3312592 6008968
23 60 747184 1158312 1903400 3348608 6093488
23 61 747184 1158312 1903400 3348608 6093488
23 62 745264 1154824 1891336 3312592 6008968
23 63 747088 1159088 1907496 3354144 6105592
23 64 750720 1155096 1881824 3276624 5936728
23 65 780496 1169032 1873152 3173896 5665904
23 66 786136 1201696 1963704 3464192 6243144
23 67 761328 1147048 1828272 3100664 5566480
23 68 752848 1130408 1789880 2994440 5299200
23 69 747240 1148648 1851600 3167760 5739192
23 70 745808 1111080 1753368 2930136 5227464
23 71 746472 1140744 1829896 3111736 5615888
23 72 769456 1183624 1901288 3277704 5921824
23 73 758392 1161736 1852720 3137968 5637904
23 74 781408 1197592 1935416 3355336 6032912
23 75 781176 1192936 1931640 3335096 6023872
23 76 788072 1204760 1955512 3379448 6114776
23 77 766568 1174208 1902104 3291592 5938392
23 78 759040 1159824 1869968 3231640 5813248
23 79 766664 1171720 1892160 3262552 5880296
23 80 784408 1214848 2000240 3558368 6480576
23 81 798024 1210104 1959160 3379448 6089696
23 82 799960 1220872 1987056 3479160 6308392
23 83 800344 1222120 1997592 3515592 6388120
23 84 814896 1222488 1968160 3389696 6109640
23 85 817200 1242800 2022680 3547776 6423816
23 86 816904 1235392 2000344 3458904 6262712
23 87 810616 1220536 1942080 3305928 5954408
23 88 808680 1224072 1963216 3363520 6098640
23 89 818752 1248136 2013752 3464728 6279968
23 90 819320 1249744 2014936 3472152 6295808
23 91 819320 1249744 2014936 3472152 6295808
23 92 818752 1248136 2013752 3464728 6279968
23 93 808680 1224072 1963216 3363520 6098640
23 94 810616 1220536 1942080 3305928 5954408
23 95 816904 1235392 2000344 3458904 6262712
23 96 817200 1242800 2022680 3547776 6423816
23 97 814896 1222488 1968160 3389696 6109640
23 98 800344 1222120 1997592 3515592 6388120
23 99 799960 1220872 1987056 3479160 6308392
23 100 798024 1210104 1959160 3379448 6089696
23 101 784408 1214848 2000240 3558368 6480576
23 102 766664 1171720 1892160 3262552 5880296
23 103 759040 1159824 1869968 3231640 5813248
23 104 766568 1174208 1902104 3291592 5938392
23 105 788072 1204760 1955512 3379448 6114776
23 106 781176 1192936 1931640 3335096 6023872
23 107 781408 1197592 1935416 3355336 6032912
23 108 758392 1161736 1852720 3137968 5637904
23 109 769456 1183624 1901288 3277704 5921824
23 110 746472 1140744 1829896 3111736 5615888
23 111 745808 1111080 1753368 2930136 5227464
23 112 747240 1148648 1851600 3167760 5739192
23 113 752848 1130408 1789880 2994440 5299200
23 114 761328 1147048 1828272 3100664 5566480
23 115 786136 1201696 1963704 3464192 6243144
23 116 780496 1169032 1873152 3173896 5665904
23 117 750720 1155096 1881824 3276624 5936728
23 118 747088 1159088 1907496 3354144 6105592
23 119 745264 1154824 1891336 3312592 6008968
23 120 747184 1158312 1903400 3348608 6093488
23 121 747184 1158312 1903400 3348608 6093488
23 122 745264 1154824 1891336 3312592 6008968
23 123 747088 1159088 1907496 3354144 6105592
23 124 750720 1155096 1881824 3276624 5936728
23 125 780496 1169032 1873152 3173896 5665904
23 126 786136 1201696 1963704 3464192 6243144
23 127 761328 1147048 1828272 3100664 5566480
23 128 752848 1130408 1789880 2994440 5299200
23 129 747240 1148648 1851600 3167760 5739192
23 130 745808 1111080 1753368 2930136 5227464
23 131 746472 1140744 1829896 3111736 5615888
23 132 769456 1183624 1901288 3277704 5921824
23 133 758392 1161736 1852720 3137968 5637904
23 134 781408 1197592 1935416 3355336 6032912
23 135 781176 1192936 1931640 3335096 6023872
23 136 788072 1204760 1955512 3379448 6114776
23 137 766568 1174208 1902104 3291592 5938392
23 138 759040 1159824 1869968 3231640 5813248
23 139 766664 1171720 1892160 3262552 5880296
23 140 784408 1214848 2000240 3558368 6480576
23 141 798024 1210104 1959160 3379448 6089696
23 142 799960 1220872 1987056 3479160 6308392
23 143 800344 1222120 1997592 3515592 6388120
23 144 814896 1222488 1968160 3389696 6109640
23 145 817200 1242800 2022680 3547776 6423816
23 146 816904 1235392 2000344 3458904 6262712
23 147 810616 1220536 1942080 3305928 5954408
23 148 808680 1224072 1963216 3363520 6098640
23 149 818752 1248136 2013752 3464728 6279968
23 150 819320 1249744 2014936 3472152 6295808
23 151 819320 1249744 2014936 3472152 6295808
23 152 818752 1248136 2013752 3464728 6279968
23 153 808680 1224072 1963216 3363520 6098640
23 154 810616 1220536 1942080 3305928 5954408
23 155 816904 1235392 2000344 3458904 6262712
23 156 817200 1242800 2022680 3547776 6423816
23 157 814896 1222488 1968160 3389696 6109640
23 158 800344 1222120 1997592 3515592 6388120
23 159 799960 1220872 1987056 3479160 6308392
23 160 798024 1210104 1959160 3379448 6089696
23 161 784408 1214848 2000240 3558368 6480576
23 162 766664 1171720 1892160 3262552 5880296
23 163 759040 1159824 1869968 3231640 5813248
23 164 766568 1174208 1902104 3291592 5938392
23 165 788072 1204760 1955512 3379448 6114776
23 166 781176 1192936 1931640 3335096 6023872
23 167 781408 1197592 1935416 3355336 6032912
23 168 758392 1161736 1852720 3137968 5637904
23 169 769456 1183624 1901288 3277704 5921824
23 170 746472 1140744 1829896 3111736 5615888
23 171 745808 1111080 1753368 2930136 5227464
23 172 747240 1148648 1851600 3167760 5739192
23 173 752848 1130408 1789880 2994440 5299200
23 174 761328 1147048 1828272 3100664 5566480
23 175 786136 1201696 1963704 3464192 6243144
23 176 780496 1169032 1873152 3173896 5665904
23 177 750720 1155096 1881824 3276624 5936728
23 178 747088 1159088 1907496 3354144 6105592
23 179 745264 1154824 1891336 3312592 6008968
23 180 747184 1158312 1903400 3348608 6093488
23 181 747184 1158312 1903400 3348608 6093488
23 182 745264 1154824 1891336 3312592 6008968
23 183 747088 1159088 1907496 3354144 6105592
23 184 750720 1155096 1881824 3276624 5936728
23 185 780496 1169032 1873152 3173896 5665904
23 186 786136 1201696 1963704 3464192 6243144
23 187 761328 1147048 1828272 3100664 5566480
23 188 752848 1130408 1789880 2994440 5299200
23 189 747240 1148648 1851600 3167760 5739192
23 190 745808 1111080 1753368 2930136 5227464
23 191 746472 1140744 1829896 3111736 5615888
23 192 769456 1183624 1901288 3277704 5921824
23 193 758392 1161736 1852720 3137968 5637904
23 194 781408 1197592 1935416 3355336 6032912
23 195 781176 1192936 1931640 3335096 6023872
23 196 788072 1204760 1955512 3379448 6114776
23 197 766568 1174208 1902104 3291592 5938392
23 198 759040 1159824 1869968 3231640 5813248
23 199 766664 1171720 1892160 3262552 5880296
23 200 784408 1214848 2000240 3558368 6480576
23 201 798024 1210104 1959160 3379448 6089696
23 202 799960 1220872 1987056 3479160 6308392
23 203 800344 1222120 1997592 3515592 6388120
23 204 814896 1222488 1968160 3389696 6109640
23 205 817200 1242800 2022680 3547776 6423816
23 206 816904 1235392 2000344 3458904 6262712
23 207 810616 1220536 1942080 3305928 5954408
23 208 808680 1224072 1963216 3363520 6098640
23 209 818752 1248136 2013752 3464728 6279968
23 210 819320 1249744 2014936 3472152 6295808
23 211 819320 1249744 2014936 3472152 6295808
23 212 818752 1248136 2013752 3464728 6279968
23 213 808680 1224072 1963216 3363520 6098640
23 214 810616 1220536 1942080 3305928 5954408
23 215 816904 1235392 2000344 3458904 6262712
23 216 817200 1242800 2022680 3547776 6423816
23 217 814896 1222488 1968160 3389696 6109640
23 218 800344 1222120 1997592 3515592 6388120
23 219 799960 1220872 1987056 3479160 6308392
23 220 798024 1210104 1959160 3379448 6089696
23 221 784408 1214848 2000240 3558368 6480576
23 222 766664 1171720 1892160 3262552 5880296
23 223 759040 1159824 1869968 3231640 5813248
23 224 766568 1174208 1902104 3291592 5938392
23 225 788072 1204760 1955512 3379448 6114776
23 226 781176 1192936 1931640 3335096 6023872
23 227 781408 1197592 1935416 3355336 6032912
23 228 758392 1161736 1852720 3137968 5637904
23 229 769456 1183624 1901288 3277704 5921824
23 230 746472 1140744 1829896 3111736 5615888
23 231 745808 1111080 1753368 2930136 5227464
23 232 747240 1148648 1851600 3167760 5739192
23 233 752848 1130408 1789880 2994440 5299200
23 234 761328 1147048 1828272 3100664 5566480
23 235 786136 1201696 1963704 3464192 6243144
23 236 780496 1169032 1873152 3173896 5665904
23 237 750720 1155096 1881824 3276624 5936728
23 238 747088 1159088 1907496 3354144 6105592
23 239 745264 1154824 1891336 3312592 6008968
23 240 747184 1158312 1903400 3348608 6093488
23 241 747184 1158312 1903400 3348608 6093488
23 242 745264 1154824 1891336 3312592 6008968
23 243 747088 1159088 1907496 3354144 6105592
23 244 750720 1155096 1881824 3276624 5936728
23 245 780496 1169032 1873152 3173896 5665904
23 246 786136 1201696 1963704 3464192 6243144
23 247 761328 1147048 1828272 3100664 5566480
23 248 752848 1130408 1789880 2994440 5299200
23 249 747240 1148648 1851600 3167760 5739192
23 250 745808 1111080 1753368 2930136 5227464
23 251 746472 1140744 1829896 3111736 5615888
23 252 769456 1183624 1901288 3277704 5921824
23 253 758392 1161736 1852720 3137968 5637904
23 254 781408 1197592 1935416 3355336 6032912
23 255 781176 1192936 1931640 3335096 6023872
23 256 788072 1204760 1955512 3379448 6114776
23 257 766568 1174208 1902104 3291592 5938392
23 258 759040 1159824 1869968 3231640 5813248
23 259 766664 1171720 1892160 3262552 5880296
23 260 784408 1214848 2000240 3558368 6480576
23 261 798024 1210104 1959160 3379448 6089696
23 262 799960 1220872 1987056 3479160 6308392
23 263 800344 1222120 1997592 3515592 6388120
23 264 814896 1222488 1968160 3389696 6109640
23 265 817200 1242800 2022680 3547776 6423816
23 266 816904 1235392 2000344 3458904 6262712
23 267 810616 1220536 1942080 3305928 5954408
23 268 808680 1224072 1963216 3363520 6098640
23 269 818752 1248136 2013752 3464728 6279968
23 270 819320 1249744 2014936 3472152 6295808
23 271 819320 1249744 2014936 3472152 6295808
23 272 818752 1248136 2013752 3464728 6279968
23 273 808680 1224072 1963216 3363520 6098640
23 274 810616 1220536 1942080 3305928 5954408
23 275 816904 1235392 2000344 3458904 6262712
23 276 817200 1242800 2022680 3547776 6423816
23 277 814896 1222488 1968160 3389696 6109640
23 278 800344 1222120 1997592 3515592 6388120
23 279 799960 1220872 1987056 3479160 6308392
23 280 798024 1210104 1959160 3379448 6089696
23 281 784408 1214848 2000240 3558368 6480576
23 282 766664 1171720 1892160 3262552 5880296
23 283 759040 1159824 1869968 3231640 5813248
23 284 766568 1174208 1902104 3291592 5938392
23 285 788072 1204760 1955512 3379448 6114776
23 286 781176 1192936 1931640 3335096 6023872
23 287 781408 1197592 1935416 3355336 6032912
